PropertyID,TaxYear,LinkedProperty,LinkType,LinkTypeDesc,LinkedPropertyID
1538154,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538154,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538155,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538155,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538156,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538156,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538157,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538157,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538158,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538158,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538159,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538159,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538161,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538161,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538162,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538162,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538163,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538163,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538165,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538165,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538166,2019,06-0798-04-1-01-04-0000,127508,8 - Split,640928
1538166,2019,06-0798-04-1-01-04-7000,127508,8 - Split,640928
1538169,2019,06-0798-23-1-01-16-0000,127508,8 - Split,640640
1538170,2019,06-0798-23-1-01-16-0000,127508,8 - Split,640640
1538171,2019,06-0798-23-1-01-16-0000,127508,8 - Split,640640
1538172,2019,06-0798-23-1-01-16-0000,127508,8 - Split,640640
1538176,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538176,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538177,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538177,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538178,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538178,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538179,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538179,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538180,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538180,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538181,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538181,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538182,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538182,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538183,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538183,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538184,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538184,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538185,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538185,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538186,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538186,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538187,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538187,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538188,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538188,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538189,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538189,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538190,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538190,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538191,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538191,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538192,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538192,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538193,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538193,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538194,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538194,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538195,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538195,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538196,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538196,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538197,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538197,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538198,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538198,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538199,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538199,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538200,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538200,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538201,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538201,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538202,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538202,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538203,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538203,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538204,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538204,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538205,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538205,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538206,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538206,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538207,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538207,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538208,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1538208,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1538218,2019,06-0798-10-3-02-01-0000,127508,8 - Split,617327
1538219,2019,06-0798-10-3-02-01-0000,127508,8 - Split,617327
1538232,2019,06-0904-30-1-12-10-0000,127508,8 - Split,1465896
1538233,2019,06-0904-30-1-12-10-0000,127508,8 - Split,1465896
1538234,2019,06-0904-30-1-12-10-0000,127508,8 - Split,1465896
1538235,2019,06-0904-30-1-12-10-0000,127508,8 - Split,1465896
1538238,2019,06-0798-18-1-01-15-0000,127508,8 - Split,612278
1538239,2019,06-0798-18-1-01-15-0000,127508,8 - Split,612278
1538240,2019,06-0798-18-1-01-15-0000,127508,8 - Split,612278
1538241,2019,06-0798-18-1-01-15-0000,127508,8 - Split,612278
1538248,2019,06-0904-34-4-01-40-0000,127508,8 - Split,607175
1538249,2019,06-0904-34-4-01-40-0000,127508,8 - Split,607175
1538250,2019,06-0904-34-4-01-40-0000,127508,8 - Split,607175
1538251,2019,06-0904-34-4-01-40-0000,127508,8 - Split,607175
1538252,2019,06-1009-34-2-01-01-0000,127508,8 - Split,595609
1538306,2019,06-0903-09-1-03-15-0000,127508,8 - Split,1419645
1538307,2019,06-0903-09-1-03-15-0000,127508,8 - Split,1419645
1538308,2019,06-0903-09-1-03-15-0000,127508,8 - Split,1419645
1538309,2019,06-0903-09-1-03-15-0000,127508,8 - Split,1419645
1538345,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538346,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538347,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538348,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538349,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538350,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538351,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538352,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538353,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538354,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538355,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538356,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538357,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538358,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538359,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538360,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538361,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538362,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538363,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538364,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538365,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538366,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538367,2019,06-0904-35-1-01-24-0000,127508,8 - Split,636843
1538369,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538369,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538369,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538370,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538370,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538370,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538371,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538371,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538371,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538372,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538372,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538372,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538373,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538373,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538373,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538374,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538374,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538374,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538375,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538375,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538375,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538376,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538376,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538376,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538377,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538377,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538377,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538378,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538378,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538378,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538379,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538379,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538379,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538380,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538380,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538380,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538381,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538381,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538381,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538382,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538382,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538382,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538383,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538383,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538383,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538384,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538384,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538384,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538385,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538385,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538385,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538386,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538386,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538386,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538387,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538387,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538387,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538388,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538388,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538388,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538389,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538389,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538389,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538390,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538390,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538390,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538391,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538391,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538391,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538392,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538392,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538392,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538393,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538393,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538393,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538394,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538394,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538394,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538395,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538395,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538395,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538396,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538396,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538396,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538397,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538397,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538397,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538398,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538398,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538398,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538399,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538399,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538399,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538400,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538400,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538400,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538401,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538401,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538401,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538402,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538402,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538402,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538403,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538403,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538403,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538404,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538404,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538404,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538405,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538405,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538405,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538406,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538406,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538406,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538407,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538407,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538407,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538408,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538408,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538408,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538409,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538409,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538409,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538410,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538410,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538410,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538411,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538411,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538411,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538412,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538412,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538412,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538413,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538413,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538413,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538414,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538414,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538414,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538415,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538415,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538415,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538416,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538416,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538416,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538417,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538417,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538417,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538418,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538418,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538418,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538419,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538419,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538419,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538420,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538420,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538420,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538421,2019,06-1011-31-1-01-03-6500,127508,8 - Split,597924
1538421,2019,06-1011-31-1-01-03-0001,127508,8 - Split,597924
1538421,2019,06-1011-31-1-01-03-0000,127508,8 - Split,597924
1538427,2019,06-1009-10-1-11-10-0000,127508,8 - Split,646606
1538428,2019,06-1009-10-1-11-10-0000,127508,8 - Split,646606
1538432,2019,06-0799-07-1-45-40-0000,127508,8 - Split,643526
1538447,2019,06-0797-23-2-02-01-0000,127508,8 - Split,637911
1538448,2019,06-0797-23-2-02-01-0000,127508,8 - Split,637911
1538449,2019,06-0797-23-2-02-01-0000,127508,8 - Split,637911
1538450,2019,06-0797-23-2-02-01-0000,127508,8 - Split,637911
1538459,2019,06-0799-26-1-01-03-0000,127508,8 - Split,620830
1538473,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538473,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538474,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538474,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538475,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538475,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538476,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538476,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538477,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538477,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538478,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538478,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538479,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538479,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538480,2019,06-0799-07-2-24-23-5011,127508,8 - Split,1519815
1538480,2019,06-0799-07-2-24-23-0000,127508,8 - Split,1519815
1538481,2019,06-0798-02-2-20-10-0000,127508,8 - Split,619532
1538777,2019,06-0798-11-2-61-12-0000,127508,8 - Split,619795
1538788,2019,06-0797-01-1-51-30-0000,127508,8 - Split,610879
1538808,2019,06-0698-08-2-01-01-0000,127508,8 - Split,1483731
1538809,2019,06-0698-08-2-01-01-0000,127508,8 - Split,1483731
1538829,2019,06-0799-06-2-10-02-0000,127508,8 - Split,644247
1538839,2019,06-1010-34-3-01-60-0000,127508,8 - Split,596297
1538852,2019,06-1010-11-4-01-01-0000,127508,8 - Split,646772
1538853,2019,06-1010-11-4-01-01-0000,127508,8 - Split,646772
1538854,2019,06-1010-12-3-01-05-0000,127508,8 - Split,595849
1538856,2019,06-0798-29-2-01-01-0000,127508,8 - Split,640915
1538860,2019,06-1109-10-1-01-01-0000,127508,8 - Split,594343
1538862,2019,06-1109-11-1-01-02-0000,127508,8 - Split,594344
1538863,2019,06-1109-11-1-01-02-0000,127508,8 - Split,594344
1538864,2019,06-1109-11-1-01-02-0000,127508,8 - Split,594344
1538865,2019,06-1109-11-1-01-02-0000,127508,8 - Split,594344
1538866,2019,06-1109-11-1-01-02-0000,127508,8 - Split,594344
1539235,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1539235,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1539272,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539273,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539274,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539275,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539276,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539277,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539278,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539279,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539280,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539281,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539282,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539283,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539284,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539285,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539286,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539287,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539288,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539289,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539290,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539291,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539292,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539293,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539294,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539295,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539296,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539297,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539298,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539299,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539300,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539301,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539302,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539303,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539304,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539305,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539306,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539307,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539308,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539309,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539310,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539311,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539312,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539313,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539314,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539315,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539316,2019,06-0798-17-2-01-20-0000,127508,8 - Split,619347
1539332,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539333,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539334,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539335,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539336,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539337,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539338,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539339,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539340,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539341,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539342,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539343,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539344,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539345,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
1539346,2019,06-0905-32-3-01-60-0000,127508,8 - Split,609149
